ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	Eindtotaal[Session]	ExperimentVersion	Group	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	BarImage	BarTotalWinst	DoorChoice	Eindtotaal[Block]	FBDoor1	FBDoor2	FBDoor3	FBDoor4	Image1	Image2	Image3	Image4	Procedure	Running	spel.ACC	spel.CRESP	spel.DurationError	spel.OnsetDelay	spel.OnsetTime	spel.OnsetToOnsetTime	spel.RESP	spel.RT	spel.RTTime	TotalGain	TotalLose	Totalsum	TotalsumD1	TotalsumD2	TotalsumD3	TotalsumD4	TrialList	TrialList.Cycle	TrialList.Sample	varV1	varV2	varV3	varV4	varW1	varW2	varW3	varW4	Verliesbedrag	Winstbedrag
Hungry_Donkey_bar_English_2	156	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507724</Frequency><Timestamp dt:dt="r8">57649893470</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-156-1	60.018	25	1.0.0.18	1	1816005888	Standard	2.0.10.353	2.0.10.353	06-09-2016	6/9/2016 8:59:51 PM	16:59:51	2.0.10.248	1	Bar100-0.bmp	100	4	?	0r_4g.bmp	0r_4g.bmp	0r_2g.bmp	0r_2g.bmp				0r_2g.bmp	TrialProc	TrialList	0	cvbn	-999999	37	74061	0	n	5802	79863	2	0	2	0	0	0	2	7	1	1	0	0	0	0	4	4	2	2	0	2
Hungry_Donkey_bar_English_2	156	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507724</Frequency><Timestamp dt:dt="r8">57649893470</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-156-1	60.018	25	1.0.0.18	1	1816005888	Standard	2.0.10.353	2.0.10.353	06-09-2016	6/9/2016 8:59:51 PM	16:59:51	2.0.10.248	2	Bar100-0.bmp	100	2	?	10r_4g.bmp	0r_4g.bmp	2r_2g.bmp	0r_2g.bmp		0r_4g.bmp			TrialProc	TrialList	0	cvbn	-999999	16	81908	0	v	2675	84583	6	0	6	0	4	0	2	3	1	2	-10	0	-2	0	4	4	2	2	0	4
Hungry_Donkey_bar_English_2	156	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507724</Frequency><Timestamp dt:dt="r8">57649893470</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-156-1	60.018	25	1.0.0.18	1	1816005888	Standard	2.0.10.353	2.0.10.353	06-09-2016	6/9/2016 8:59:51 PM	16:59:51	2.0.10.248	3	Bar50-50.bmp	50	1	?	10r_4g.bmp	0r_4g.bmp	2r_2g.bmp	0r_2g.bmp	10r_4g.bmp				TrialProc	TrialList	0	cvbn	-999999	16	86623	0	c	2104	88727	10	-10	0	-6	4	0	2	2	1	3	-10	0	-2	0	4	4	2	2	-10	4
Hungry_Donkey_bar_English_2	156	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507724</Frequency><Timestamp dt:dt="r8">57649893470</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-156-1	60.018	25	1.0.0.18	1	1816005888	Standard	2.0.10.353	2.0.10.353	06-09-2016	6/9/2016 8:59:51 PM	16:59:51	2.0.10.248	4	Bar50-50.bmp	55	3	?	0r_4g.bmp	0r_4g.bmp	0r_2g.bmp	0r_2g.bmp			0r_2g.bmp		TrialProc	TrialList	0	cvbn	-999999	16	90756	0	b	546	91302	12	-10	2	-6	4	2	2	9	1	4	0	0	0	0	4	4	2	2	0	2
Hungry_Donkey_bar_English_2	156	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507724</Frequency><Timestamp dt:dt="r8">57649893470</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-156-1	60.018	25	1.0.0.18	1	1816005888	Standard	2.0.10.353	2.0.10.353	06-09-2016	6/9/2016 8:59:51 PM	16:59:51	2.0.10.248	5	Bar37-63.bmp	41	4	?	8r_4g.bmp	50r_4g.bmp	1r_2g.bmp	10r_2g.bmp				10r_2g.bmp	TrialProc	TrialList	0	cvbn	-999999	16	93338	0	n	1644	94982	14	-20	-6	-6	4	2	-6	1	1	5	-8	-50	-1	-10	4	4	2	2	-10	2
Hungry_Donkey_bar_English_2	156	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507724</Frequency><Timestamp dt:dt="r8">57649893470</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-156-1	60.018	25	1.0.0.18	1	1816005888	Standard	2.0.10.353	2.0.10.353	06-09-2016	6/9/2016 8:59:51 PM	16:59:51	2.0.10.248	6	Bar50-50.bmp	47	2	?	0r_4g.bmp	0r_4g.bmp	0r_2g.bmp	0r_2g.bmp		0r_4g.bmp			TrialProc	TrialList	0	cvbn	-999999	16	97020	0	v	394	97414	18	-20	-2	-6	8	2	-6	8	1	6	0	0	0	0	4	4	2	2	0	4
Hungry_Donkey_bar_English_2	156	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507724</Frequency><Timestamp dt:dt="r8">57649893470</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-156-1	60.018	25	1.0.0.18	1	1816005888	Standard	2.0.10.353	2.0.10.353	06-09-2016	6/9/2016 8:59:51 PM	16:59:51	2.0.10.248	7	Bar37-63.bmp	41	1	?	12r_4g.bmp	0r_4g.bmp	3r_2g.bmp	0r_2g.bmp	12r_4g.bmp				TrialProc	TrialList	0	cvbn	-999999	16	99453	0	c	1961	101414	22	-32	-10	-14	8	2	-6	5	1	7	-12	0	-3	0	4	4	2	2	-12	4
Hungry_Donkey_bar_English_2	156	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507724</Frequency><Timestamp dt:dt="r8">57649893470</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-156-1	60.018	25	1.0.0.18	1	1816005888	Standard	2.0.10.353	2.0.10.353	06-09-2016	6/9/2016 8:59:51 PM	16:59:51	2.0.10.248	8	Bar37-63.bmp	43	3	?	0r_4g.bmp	0r_4g.bmp	0r_2g.bmp	0r_2g.bmp			0r_2g.bmp		TrialProc	TrialList	0	cvbn	-999999	16	103452	0	b	666	104118	24	-32	-8	-14	8	4	-6	10	1	8	0	0	0	0	4	4	2	2	0	2
Hungry_Donkey_bar_English_2	156	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507724</Frequency><Timestamp dt:dt="r8">57649893470</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-156-1	60.018	25	1.0.0.18	1	1816005888	Standard	2.0.10.353	2.0.10.353	06-09-2016	6/9/2016 8:59:51 PM	16:59:51	2.0.10.248	9	Bar50-50.bmp	45	4	?	0r_4g.bmp	0r_4g.bmp	0r_2g.bmp	0r_2g.bmp				0r_2g.bmp	TrialProc	TrialList	0	cvbn	-999999	16	106151	0	n	814	106965	26	-32	-6	-14	8	4	-4	6	1	9	0	0	0	0	4	4	2	2	0	2
Hungry_Donkey_bar_English_2	156	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507724</Frequency><Timestamp dt:dt="r8">57649893470</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-09T20:59:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-156-1	60.018	25	1.0.0.18	1	1816005888	Standard	2.0.10.353	2.0.10.353	06-09-2016	6/9/2016 8:59:51 PM	16:59:51	2.0.10.248	10	Bar50-50.bmp	45	3	?	10r_4g.bmp	0r_4g.bmp	2r_2g.bmp	0r_2g.bmp			2r_2g.bmp		TrialProc	TrialList	0	cvbn	-999999	16	109000	0	b	509	109509	28	-34	-6	-14	8	4	-4	4	1	10	-10	0	-2	0	4	4	2	2	-2	2
