ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	Eindtotaal[Session]	ExperimentVersion	Group	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	BarImage	BarTotalWinst	DoorChoice	Eindtotaal[Block]	FBDoor1	FBDoor2	FBDoor3	FBDoor4	Image1	Image2	Image3	Image4	Procedure	Running	spel.ACC	spel.CRESP	spel.DurationError	spel.OnsetDelay	spel.OnsetTime	spel.OnsetToOnsetTime	spel.RESP	spel.RT	spel.RTTime	TotalGain	TotalLose	Totalsum	TotalsumD1	TotalsumD2	TotalsumD3	TotalsumD4	TrialList	TrialList.Cycle	TrialList.Sample	varV1	varV2	varV3	varV4	varW1	varW2	varW3	varW4	Verliesbedrag	Winstbedrag
Hungry_Donkey_bar_English_2	131	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507714</Frequency><Timestamp dt:dt="r8">356321721278</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-131-1	60.018	-130	1.0.0.18	1	-159892689	Standard	2.0.10.353	2.0.10.353	02-24-2016	2/24/2016 9:05:42 PM	16:05:42	2.0.10.248	1	Bar100-0.bmp	100	1	?	0r_4g.bmp	0r_4g.bmp	0r_2g.bmp	0r_2g.bmp	0r_4g.bmp				TrialProc	TrialList	0	cvbn	-999999	32	51262	0	c	960	52222	4	0	4	4	0	0	0	8	1	1	0	0	0	0	4	4	2	2	0	4
Hungry_Donkey_bar_English_2	131	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507714</Frequency><Timestamp dt:dt="r8">356321721278</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-131-1	60.018	-130	1.0.0.18	1	-159892689	Standard	2.0.10.353	2.0.10.353	02-24-2016	2/24/2016 9:05:42 PM	16:05:42	2.0.10.248	2	Bar75-25.bmp	75	3	?	10r_4g.bmp	0r_4g.bmp	2r_2g.bmp	0r_2g.bmp			2r_2g.bmp		TrialProc	TrialList	0	cvbn	-999999	15	54261	0	b	1849	56110	6	-2	4	4	0	0	0	2	1	2	-10	0	-2	0	4	4	2	2	-2	2
Hungry_Donkey_bar_English_2	131	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507714</Frequency><Timestamp dt:dt="r8">356321721278</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-131-1	60.018	-130	1.0.0.18	1	-159892689	Standard	2.0.10.353	2.0.10.353	02-24-2016	2/24/2016 9:05:42 PM	16:05:42	2.0.10.248	3	Bar37-63.bmp	40	4	?	8r_4g.bmp	50r_4g.bmp	1r_2g.bmp	10r_2g.bmp				10r_2g.bmp	TrialProc	TrialList	0	cvbn	-999999	16	58143	0	n	687	58830	8	-12	-4	4	0	0	-8	1	1	3	-8	-50	-1	-10	4	4	2	2	-10	2
Hungry_Donkey_bar_English_2	131	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507714</Frequency><Timestamp dt:dt="r8">356321721278</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-131-1	60.018	-130	1.0.0.18	1	-159892689	Standard	2.0.10.353	2.0.10.353	02-24-2016	2/24/2016 9:05:42 PM	16:05:42	2.0.10.248	4	Bar50-50.bmp	50	1	?	0r_4g.bmp	0r_4g.bmp	0r_2g.bmp	0r_2g.bmp	0r_4g.bmp				TrialProc	TrialList	0	cvbn	-999999	16	60876	0	c	754	61630	12	-12	0	8	0	0	-8	7	1	4	0	0	0	0	4	4	2	2	0	4
Hungry_Donkey_bar_English_2	131	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507714</Frequency><Timestamp dt:dt="r8">356321721278</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-131-1	60.018	-130	1.0.0.18	1	-159892689	Standard	2.0.10.353	2.0.10.353	02-24-2016	2/24/2016 9:05:42 PM	16:05:42	2.0.10.248	5	Bar63-37.bmp	57	2	?	12r_4g.bmp	0r_4g.bmp	3r_2g.bmp	0r_2g.bmp		0r_4g.bmp			TrialProc	TrialList	0	cvbn	-999999	15	63658	0	v	611	64269	16	-12	4	8	4	0	-8	5	1	5	-12	0	-3	0	4	4	2	2	0	4
Hungry_Donkey_bar_English_2	131	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507714</Frequency><Timestamp dt:dt="r8">356321721278</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-131-1	60.018	-130	1.0.0.18	1	-159892689	Standard	2.0.10.353	2.0.10.353	02-24-2016	2/24/2016 9:05:42 PM	16:05:42	2.0.10.248	6	Bar50-50.bmp	56	3	?	10r_4g.bmp	0r_4g.bmp	2r_2g.bmp	0r_2g.bmp			2r_2g.bmp		TrialProc	TrialList	0	cvbn	-999999	17	66308	0	b	633	66941	18	-14	4	8	4	0	-8	4	1	6	-10	0	-2	0	4	4	2	2	-2	2
Hungry_Donkey_bar_English_2	131	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507714</Frequency><Timestamp dt:dt="r8">356321721278</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-131-1	60.018	-130	1.0.0.18	1	-159892689	Standard	2.0.10.353	2.0.10.353	02-24-2016	2/24/2016 9:05:42 PM	16:05:42	2.0.10.248	7	Bar63-37.bmp	61	1	?	0r_4g.bmp	0r_4g.bmp	0r_2g.bmp	0r_2g.bmp	0r_4g.bmp				TrialProc	TrialList	0	cvbn	-999999	16	68973	0	c	768	69741	22	-14	8	12	4	0	-8	10	1	7	0	0	0	0	4	4	2	2	0	4
Hungry_Donkey_bar_English_2	131	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507714</Frequency><Timestamp dt:dt="r8">356321721278</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-131-1	60.018	-130	1.0.0.18	1	-159892689	Standard	2.0.10.353	2.0.10.353	02-24-2016	2/24/2016 9:05:42 PM	16:05:42	2.0.10.248	8	Bar50-50.bmp	52	1	?	10r_4g.bmp	0r_4g.bmp	2r_2g.bmp	0r_2g.bmp	10r_4g.bmp				TrialProc	TrialList	0	cvbn	-999999	16	71773	0	c	320	72093	26	-24	2	6	4	0	-8	3	1	8	-10	0	-2	0	4	4	2	2	-10	4
Hungry_Donkey_bar_English_2	131	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507714</Frequency><Timestamp dt:dt="r8">356321721278</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-131-1	60.018	-130	1.0.0.18	1	-159892689	Standard	2.0.10.353	2.0.10.353	02-24-2016	2/24/2016 9:05:42 PM	16:05:42	2.0.10.248	9	Bar50-50.bmp	54	3	?	0r_4g.bmp	0r_4g.bmp	0r_2g.bmp	0r_2g.bmp			0r_2g.bmp		TrialProc	TrialList	0	cvbn	-999999	16	74139	0	b	594	74733	28	-24	4	6	4	2	-8	6	1	9	0	0	0	0	4	4	2	2	0	2
Hungry_Donkey_bar_English_2	131	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507714</Frequency><Timestamp dt:dt="r8">356321721278</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-02-24T21:05:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-131-1	60.018	-130	1.0.0.18	1	-159892689	Standard	2.0.10.353	2.0.10.353	02-24-2016	2/24/2016 9:05:42 PM	16:05:42	2.0.10.248	10	Bar63-37.bmp	57	2	?	0r_4g.bmp	0r_4g.bmp	0r_2g.bmp	0r_2g.bmp		0r_4g.bmp			TrialProc	TrialList	0	cvbn	-999999	16	76771	0	v	90	76861	32	-24	8	6	8	2	-8	9	1	10	0	0	0	0	4	4	2	2	0	4
