ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	Eindtotaal[Session]	ExperimentVersion	Group	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	BarImage	BarTotalWinst	DoorChoice	Eindtotaal[Block]	FBDoor1	FBDoor2	FBDoor3	FBDoor4	Image1	Image2	Image3	Image4	Procedure	Running	spel.ACC	spel.CRESP	spel.DurationError	spel.OnsetDelay	spel.OnsetTime	spel.OnsetToOnsetTime	spel.RESP	spel.RT	spel.RTTime	TotalGain	TotalLose	Totalsum	TotalsumD1	TotalsumD2	TotalsumD3	TotalsumD4	TrialList	TrialList.Cycle	TrialList.Sample	varV1	varV2	varV3	varV4	varW1	varW2	varW3	varW4	Verliesbedrag	Winstbedrag
Hungry_Donkey_bar_English_2	148	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507666</Frequency><Timestamp dt:dt="r8">1700339042026</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-148-1	60.017	-12	1.0.0.18	1	-467341814	Standard	2.0.10.353	2.0.10.353	06-28-2016	6/28/2016 4:05:42 PM	12:05:42	2.0.10.248	1	Bar25-75.bmp	25	1	?	12r_4g.bmp	0r_4g.bmp	3r_2g.bmp	0r_2g.bmp	12r_4g.bmp				TrialProc	TrialList	0	cvbn	-999999	27	65496	0	c	2645	68141	4	-12	-8	-8	0	0	0	5	1	1	-12	0	-3	0	4	4	2	2	-12	4
Hungry_Donkey_bar_English_2	148	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507666</Frequency><Timestamp dt:dt="r8">1700339042026</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-148-1	60.017	-12	1.0.0.18	1	-467341814	Standard	2.0.10.353	2.0.10.353	06-28-2016	6/28/2016 4:05:42 PM	12:05:42	2.0.10.248	2	Bar37-63.bmp	40	2	?	0r_4g.bmp	0r_4g.bmp	0r_2g.bmp	0r_2g.bmp		0r_4g.bmp			TrialProc	TrialList	0	cvbn	-999999	16	70178	0	v	810	70988	8	-12	-4	-8	4	0	0	10	1	2	0	0	0	0	4	4	2	2	0	4
Hungry_Donkey_bar_English_2	148	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507666</Frequency><Timestamp dt:dt="r8">1700339042026</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-148-1	60.017	-12	1.0.0.18	1	-467341814	Standard	2.0.10.353	2.0.10.353	06-28-2016	6/28/2016 4:05:42 PM	12:05:42	2.0.10.248	3	Bar50-50.bmp	45	4	?	0r_4g.bmp	0r_4g.bmp	0r_2g.bmp	0r_2g.bmp				0r_2g.bmp	TrialProc	TrialList	0	cvbn	-999999	16	73027	0	n	2121	75148	10	-12	-2	-8	4	0	2	8	1	3	0	0	0	0	4	4	2	2	0	2
Hungry_Donkey_bar_English_2	148	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507666</Frequency><Timestamp dt:dt="r8">1700339042026</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-148-1	60.017	-12	1.0.0.18	1	-467341814	Standard	2.0.10.353	2.0.10.353	06-28-2016	6/28/2016 4:05:42 PM	12:05:42	2.0.10.248	4	Bar50-50.bmp	50	3	?	0r_4g.bmp	0r_4g.bmp	0r_2g.bmp	0r_2g.bmp			0r_2g.bmp		TrialProc	TrialList	0	cvbn	-999999	16	77176	0	b	804	77980	12	-12	0	-8	4	2	2	9	1	4	0	0	0	0	4	4	2	2	0	2
Hungry_Donkey_bar_English_2	148	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507666</Frequency><Timestamp dt:dt="r8">1700339042026</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-148-1	60.017	-12	1.0.0.18	1	-467341814	Standard	2.0.10.353	2.0.10.353	06-28-2016	6/28/2016 4:05:42 PM	12:05:42	2.0.10.248	5	Bar63-37.bmp	57	2	?	0r_4g.bmp	0r_4g.bmp	0r_2g.bmp	0r_2g.bmp		0r_4g.bmp			TrialProc	TrialList	0	cvbn	-999999	16	80008	0	v	196	80204	16	-12	4	-8	8	2	2	7	1	5	0	0	0	0	4	4	2	2	0	4
Hungry_Donkey_bar_English_2	148	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507666</Frequency><Timestamp dt:dt="r8">1700339042026</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-148-1	60.017	-12	1.0.0.18	1	-467341814	Standard	2.0.10.353	2.0.10.353	06-28-2016	6/28/2016 4:05:42 PM	12:05:42	2.0.10.248	6	Bar50-50.bmp	48	1	?	10r_4g.bmp	0r_4g.bmp	2r_2g.bmp	0r_2g.bmp	10r_4g.bmp				TrialProc	TrialList	0	cvbn	-999999	16	82241	0	c	1819	84060	20	-22	-2	-14	8	2	2	2	1	6	-10	0	-2	0	4	4	2	2	-10	4
Hungry_Donkey_bar_English_2	148	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507666</Frequency><Timestamp dt:dt="r8">1700339042026</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-148-1	60.017	-12	1.0.0.18	1	-467341814	Standard	2.0.10.353	2.0.10.353	06-28-2016	6/28/2016 4:05:42 PM	12:05:42	2.0.10.248	7	Bar25-75.bmp	25	2	?	8r_4g.bmp	50r_4g.bmp	1r_2g.bmp	10r_2g.bmp		50r_4g.bmp			TrialProc	TrialList	0	cvbn	-999999	16	86090	0	v	930	87020	24	-72	-48	-14	-38	2	2	1	1	7	-8	-50	-1	-10	4	4	2	2	-50	4
Hungry_Donkey_bar_English_2	148	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507666</Frequency><Timestamp dt:dt="r8">1700339042026</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-148-1	60.017	-12	1.0.0.18	1	-467341814	Standard	2.0.10.353	2.0.10.353	06-28-2016	6/28/2016 4:05:42 PM	12:05:42	2.0.10.248	8	Bar25-75.bmp	26	3	?	10r_4g.bmp	0r_4g.bmp	2r_2g.bmp	0r_2g.bmp			2r_2g.bmp		TrialProc	TrialList	0	cvbn	-999999	16	89056	0	b	156	89212	26	-74	-48	-14	-38	2	2	4	1	8	-10	0	-2	0	4	4	2	2	-2	2
Hungry_Donkey_bar_English_2	148	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507666</Frequency><Timestamp dt:dt="r8">1700339042026</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-148-1	60.017	-12	1.0.0.18	1	-467341814	Standard	2.0.10.353	2.0.10.353	06-28-2016	6/28/2016 4:05:42 PM	12:05:42	2.0.10.248	9	Bar25-75.bmp	27	4	?	0r_4g.bmp	0r_4g.bmp	0r_2g.bmp	0r_2g.bmp				0r_2g.bmp	TrialProc	TrialList	0	cvbn	-999999	16	91238	0	n	278	91516	28	-74	-46	-14	-38	2	4	6	1	9	0	0	0	0	4	4	2	2	0	2
Hungry_Donkey_bar_English_2	148	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3507666</Frequency><Timestamp dt:dt="r8">1700339042026</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2016-06-28T16:05:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Hungry_Donkey_bar_English_2-148-1	60.017	-12	1.0.0.18	1	-467341814	Standard	2.0.10.353	2.0.10.353	06-28-2016	6/28/2016 4:05:42 PM	12:05:42	2.0.10.248	10	Bar25-75.bmp	30	2	?	10r_4g.bmp	0r_4g.bmp	2r_2g.bmp	0r_2g.bmp		0r_4g.bmp			TrialProc	TrialList	0	cvbn	-999999	16	93554	0	v	649	94203	32	-74	-42	-14	-34	2	4	3	1	10	-10	0	-2	0	4	4	2	2	0	4
